Name,Location,Founded,Employees,About,Skills,Link
SiteRecon - Sr. Backend Engineer,Job available in Noida,2020,125,"SiteRecon is a property intelligence platform that leverages AI automated tools to facilitate aerial measurements, mapping, and surveying for landscaping contractors, salespeople, and landowners.","['Angular', 'React.js', 'Vue.js']",https://www.instahyre.com/job-293425-sr-backend-engineer-at-siterecon-noida/
Syfe - SDE II - Backend,Job available in Gurgaon,2018,125,"Syfe is the digital wealth manager for investors who expect more greater transparency, smarter personalized portfolios, and better investment outcomes, specializing in Finance, Investment, Portfolio Management, etc.","['C', 'C++', 'Golang', 'Java', 'Node.js', 'Ruby', 'Scala']",https://www.instahyre.com/job-293418-sde-ii-backend-at-syfe-gurgaon/
Tech Mahindra - Data Engineer,Job available in Bangalore,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.",['Google Cloud'],https://www.instahyre.com/job-293455-data-engineer-at-tech-mahindra-2-bangalore/
Tech Mahindra - Data Engineer,Job available in Delhi,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.",['Google Cloud'],https://www.instahyre.com/job-293461-data-engineer-at-tech-mahindra-2-delhi/
Tech Mahindra - GCP - Data Engineer,Job available in Bangalore,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","['Google Cloud', 'Java']",https://www.instahyre.com/job-293480-gcp-data-engineer-at-tech-mahindra-2-bangalore/
Tech Mahindra - GCP Data Engineer,Job available in Noida,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","['Google Cloud', 'Java']",https://www.instahyre.com/job-293419-gcp-data-engineer-at-tech-mahindra-2-noida/
Tech Mahindra - Software Engineer,Job available in Bangalore,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","['Google Cloud', 'Java', 'Data Migration']",https://www.instahyre.com/job-293490-software-engineer-at-tech-mahindra-2-bangalore/
Tredence Inc - GCP - Data Engineer,Job available in Bangalore,2013,750,"Tredence Inc is a Management Consulting company that specializes in solutions related to Data Visualization, BI Solutions, Advanced Analytics, Tableau Services, Analytics Consulting, etc.","['Google Cloud', 'PySpark']",https://www.instahyre.com/job-293439-gcp-data-engineer-at-tredence-inc-bangalore/
WeRize - Product Analyst,Job available in Bangalore,2019,125,"WeRize is the Indian fintech platform and a full-stack financial services provider that manufactures and distributes a wide portfolio of customized credit, insurance, and savings products for its customers.","['SQL', 'Microsoft Excel']",https://www.instahyre.com/job-293517-product-analyst-at-werize-bangalore/
56 Secure - Machine Learning Engineer,Job available in Bangalore,2020,125,56 Secure is an AI-powered automated security platform for homes and enterprises that offers real-time automated security and physical intervention as a subscription by leveraging algorithms and software platforms.,"['Computer Vision', 'Machine Learning', 'CUDA', '+2', 'PyTorch', 'TensorFlow']",https://www.instahyre.com/job-293338-machine-learning-engineer-at-56-secure-bangalore/
Arintra - SDET,Job available in Bangalore,2020,30,"Arintra is an AI-based health-tech platform that reduces clinical overload on doctors by improving clinical documentation, automating patient intake, automating medical coding, and expediating the revenue cycle.","['Automation Testing', 'Manual Testing', '+6', 'Mobile Apps Testing', 'SDET', 'Appium', 'Cucumber', 'Java', 'Selenium']",https://www.instahyre.com/job-293349-sdet-at-arintra-bangalore/
Aryson Technologies - Software Engineer,Job available in Noida,2014,30,,"['Flask', 'Shell Scripting', 'OpenStack', 'MySQL']",https://www.instahyre.com/job-293266-software-engineer-at-aryson-technologies-noida/
Esper - DevOps Engineer,Job available in Bangalore,2017,125,"Esper is a cloud-based android device deployment and application management platform that helps organizations remotely scale and manage their critical edge devices such as ATMs, kiosks, POS, wearables, etc.","['Kubernetes', 'Istio', 'DevOps']",https://www.instahyre.com/job-293343-devops-engineer-at-esper-bangalore/
Fleek - Python Developer,Job available in Chennai,2021,5,"Fleek is a subscription management platform that enables users to control, manage, split, and pay for various subscription-based services like Netflix, Prime, etc. seamlessly in a tap.","['Flask', 'MySQL']",https://www.instahyre.com/job-293263-python-developer-at-fleek-chennai/
Launch Ventures - Fullstack - Software Engineer,Job available in Work From Home,2011,125,"Launch Ventures caters to software products and high-performance team setup for startups specializing in IoT design, web application development, mobile application development, etc.","['JavaScript', 'Angular', 'Django', 'Flask', 'jQuery', '+3', 'Node.js', 'React.js', 'Vue.js']",https://www.instahyre.com/job-293291-fullstack-software-engineer-at-launch-ventures-work-from-home/
LightBeam.ai - QA Lead,Job available in Bangalore,2023,30,"LightBeam is a technology company, leveraging AI/ML to develop solutions in the data security and privacy automation domain to empower organizations to manage, access and share their sensitive data securely.","['Selenium', 'Automation Testing', 'SDET', 'Kubernetes']",https://www.instahyre.com/job-293226-qa-lead-at-lightbeam-bangalore/
Megh Computing - Deep Learning Architect,Job available in Bangalore,2017,30,"Megh Computing is a computer software organization that provides services related to heterogeneous computing with CPU & FPGA platforms, specializing in Real-Time Analytics using FPGA accelerators.","['Machine Learning', 'C++', 'Computer Vision']",https://www.instahyre.com/job-293336-deep-learning-architect-at-megh-computing-bangalore/
Megh Computing - Senior Software Engineer,Job available in Bangalore,2017,30,"Megh Computing is a computer software organization that provides services related to heterogeneous computing with CPU & FPGA platforms, specializing in Real-Time Analytics using FPGA accelerators.","['C++', 'Machine Learning', 'PyTorch']",https://www.instahyre.com/job-293329-senior-software-engineer-at-megh-computing-bangalore/
Navi Technologies - Principal Data Scientist,Job available in Bangalore,2019,125,"Navi Technologies is building a consumer-centric and technology-driven business to make financial services simple and accessible for everyone by offering a range of loans, insurance, and more.","['AWS', 'NLP', 'Machine Learning', 'AWS Glue']",https://www.instahyre.com/job-293217-principal-data-scientist-at-navi-technologies-bangalore/
Persistent Systems - DevOps Engineer / Architecture,Job available in Bangalore,1990,1000,"Persistent Systems is an IT & Services company that has specialities in Outsourced Software Product Development, OPD, Software Product Engineering, etc. It is listed on BSE & NSE.","['DevOps', 'AWS', 'Shell Scripting', 'Terraform']",https://www.instahyre.com/job-293295-devops-engineer-architecture-at-persistent-systems-bangalore/
Planview - Principal Data Scientist,Job available in Bangalore,1989,750,"Planview is a computer software organization that provides services related to Portfolio Management, Project Management, Resource Management, Business Process Management, etc.","['Machine Learning', 'Scikit-learn', 'NLP', '+1', 'Amazon SageMaker']",https://www.instahyre.com/job-293235-principal-data-scientist-at-planview-bangalore/
Quantum - Data Engineer,Job available in Bangalore,1995,750,"Quantum is a data storage and management company based in California that provides secure, end-to-end solutions to manage and preserve unstructured data and video and easily extract insights from it.",['SQL'],https://www.instahyre.com/job-293334-data-engineer-at-quantum-bangalore/
Reliance Jio - Principal Data Scientist,Job available in Bangalore,2016,750,"Reliance Jio is the largest 4G network in India. It offers high-speed mobile internet connection and an engaging digital ecosystem with apps for video, music, payments, messaging, etc.","['Machine Learning', 'AWS', 'PyTorch']",https://www.instahyre.com/job-293209-principal-data-scientist-at-reliance-jio-bangalore/
Sequoia Capital - Senior Software Engineer,Job available in Bangalore,1972,125,"Sequoia is a US-based VC firm that invests in early to growth-stage startups focusing on energy, finance, healthcare, and internet sectors. Their portfolio includes Apple, Cisco, Google, NVIDIA and more.","['Ruby on Rails', 'AWS', 'Microservices']",https://www.instahyre.com/job-293244-senior-software-engineer-at-sequoia-capital-bangalore/
Sequoia Capital - Software Engineer,Job available in Bangalore,1972,125,"Sequoia is a US-based VC firm that invests in early to growth-stage startups focusing on energy, finance, healthcare, and internet sectors. Their portfolio includes Apple, Cisco, Google, NVIDIA and more.","['Ruby', 'PostgreSQL', 'MySQL', 'Microservices']",https://www.instahyre.com/job-293232-software-engineer-at-sequoia-capital-bangalore/
Thoucentric - MLOps Engineer,Job available in Bangalore,2015,350,Thoucentric is a niche management consulting organization that uses relevant digital and functional domain expertise to solve complex business problems across varied industry segments and functions.,['Machine Learning'],https://www.instahyre.com/job-293346-mlops-engineer-at-thoucentric-bangalore/
Uber - Software Engineer II Backend,Job available in Bangalore,2009,1000,"Uber offers an online-ride hailing and on-demand service platform. The platform enables users to book various services like taxi-hailing, food-delivery, freight solutions, and more.","['C', 'C++', 'Golang', 'Java', 'Node.js', 'Django', '+3', 'Flask', 'Hibernate', 'Spring']",https://www.instahyre.com/job-293283-software-engineer-ii-backend-at-uber-bangalore/
Virtana - Software Engineer,Job available in Noida,2008,350,,"['Bash', 'MongoDB', 'Kubernetes', 'Git']",https://www.instahyre.com/job-293269-software-engineer-at-virtana-noida/
XenonStack - ML Engineer,Job available in Mohali,2012,125,"XenonStack is an IT & Services company that provides services related to Platform Strategy and Development, Cloud Native Transformation, Enterprise DevOps, Data and AI Strategy and Solutions, etc.","['Java', 'Machine Learning', 'R', 'Keras', 'PyTorch', '+1', 'Scikit-learn']",https://www.instahyre.com/job-293339-ml-engineer-at-xenonstack-mohali/
Angel One - Director Engineering,Job available in Bangalore,1987,1000,"Angel One provides retail personal financial services in India. The company offers e-broking, portfolio management, mutual fund, private client group, commodities broking, investment advisory, etc.","['Golang', 'Java']",https://www.instahyre.com/job-292997-director-engineering-at-angel-one-bangalore/
Conviva - Sr. SDET,Job available in Bangalore,2006,350,"Conviva offers video stream optimization solutions. It is a Video AI Platform provides insight into streaming TV consumption, engagement, & viewer experience. Clients HBO, Hulu, ESPN, NBC, Turner, Disney and more.","['Automation Testing', 'SDET', 'Big Data', 'Cucumber', '+1', 'Java']",https://www.instahyre.com/job-293185-sr-sdet-at-conviva-bangalore/
Data Sutram - Data Engineer,Job available in Mumbai,2018,5,Data Sutram is an AI-based location intelligence company with a cloud-based B2B data marketplace product that helps businesses leverage location-based insight from over 250+ data sources.,"['Machine Learning', 'AWS', 'Google Cloud', 'Azure']",https://www.instahyre.com/job-293020-data-engineer-at-data-sutram-mumbai/
Data Sutram - Technical Lead,Job available in Mumbai,2018,5,Data Sutram is an AI-based location intelligence company with a cloud-based B2B data marketplace product that helps businesses leverage location-based insight from over 250+ data sources.,"['Java', 'Node.js', 'Microservices', 'MongoDB']",https://www.instahyre.com/job-293192-technical-lead-at-data-sutram-mumbai/
Foundation AI - Data Scientist,Job available in Hyderabad,2018,30,Foundation AI is an IT service and consulting organization that helps legal and insurance business industries to automate their operations by providing various technology-enabled solutions and products.,"['NLP', 'TensorFlow', 'PyTorch', 'Machine Learning']",https://www.instahyre.com/job-293017-data-scientist-at-foundation-ai-hyderabad/
Health iPASS - Python Developer,Job available in Hyderabad,2013,30,"Health iPASS is a healthcare-tech firm simplifying RCM for healthcare institutions by improving patient experience through a virtual patient check-in, intake, and payment experience with clear cost communication.","['AWS', 'MySQL']",https://www.instahyre.com/job-293128-python-developer-at-health-ipass-hyderabad/
JP Morgan - Software Engineer II,Job available in Hyderabad,1900,1000,"JP Morgan is one of the world's largest banks. It is a major financial services provider and world's sixth largest public company, working in investment banking, wealth management, treasury services and more.",['Golang'],https://www.instahyre.com/job-293133-software-engineer-ii-at-jp-morgan-2-hyderabad/
Kristal.AI - Fullstack Developer,Job available in Work From Home,2016,125,"Kristal.AI is a Financial Services company that offers an AI-enabled Digital Asset Management Platform, giving investors access to curated portfolios from Portfolio Managers globally.","['Node.js', 'React.js']",https://www.instahyre.com/job-293180-fullstack-developer-at-kristal-work-from-home/
Mai Labs - QA Engineer,"Job available in Hyderabad, Noida",2022,125,"P2E Pro is a technology company that uses blockchain, smart contracts, AI, ML, and immersive technologies to revolutionize Metaverse to create, experiment, and monetize content/creativity for several users.","['Automation Testing', 'Manual Testing', '+6', 'Performance Testing', 'SDET', 'Security Testing', 'Cucumber', 'Java', 'Selenium']",https://www.instahyre.com/job-293106-qa-engineer-at-mai-labs-hyderabad-noida/
Mobile Premier League - Data Scientist,Job available in Bangalore,2018,750,MPL is a mobile eSports platform where one can play mobile games & win rewards. Its games range from simple skill-based ones like Fruit Chop to immersive experiences like Pro Cricket.,['Machine Learning'],https://www.instahyre.com/job-293155-data-scientist-at-mobile-premier-league-bangalore/
Nykaa - Staff Engineer,Job available in Gurgaon,2012,350,"Nykaa is an eCommerce store focused on beauty and wellness products for both men and women, along with product reviews, tips and tricks regarding beauty products. Also operates offline stores. Has raised over $25 million in funding till date.",['Django'],https://www.instahyre.com/job-293014-staff-engineer-at-nykaa-gurgaon/
Plivo - Software Development Engineer - 1 Fullstack,Job available in Bangalore,2011,125,"Plivo provides a cloud-based API platform that enables developers and businesses to build Voice and SMS apps in the cloud. Profitable with over 50,000 customers. Funded by top tier investors like Y Combinator.","['Golang', 'JavaScript', 'Angular', 'React.js', 'Vue.js']",https://www.instahyre.com/job-293036-software-development-engineer-1-fullstack-at-plivo-bangalore/
Porter - Software Development Engineer - 3,Job available in Bangalore,2014,750,"Porter, an online logistics marketplace, has raised US $5.5 Mn in series A funding from Sequoia, Kae and other investors. It aims to disrupt and organize the $6 Bn mini truck transportation market in India.","['Java', 'Node.js']",https://www.instahyre.com/job-293140-software-development-engineer-3-at-porter-bangalore/
Robosoft Technologies - Big Data Architect,Job available in Bangalore,1996,750,"Robosoft is a full-service digital experiences agency offering digital consulting, design strategy, UX/UI design and engineering services. Apple was their first customer in 1996; other customers include McDonald's, Disney, etc.","['Scala', 'Snowflake', 'Java', 'Databricks']",https://www.instahyre.com/job-293022-big-data-architect-at-robosoft-technologies-bangalore/
Salesken - Machine Learning Engineer I,Job available in Bangalore,2018,125,"Salesken is a Computer Software company that provides services related to customer-salesperson interactions, specializing in inside sales, conversational AI, NLP, signal engines, script analysis, etc.","['Machine Learning', 'NLP']",https://www.instahyre.com/job-293105-machine-learning-engineer-i-at-salesken-bangalore/
Sequoia Group - Backend Engineer II,Job available in Bangalore,2001,350,"Sequoia Group is an innovative brokerage firm providing strategic benefits, HR, and risk management services to hyper-growth companies. Based in the US, it has over 1000 corporate clients internationally.","['Golang', 'Node.js', 'Django', 'Flask']",https://www.instahyre.com/job-293024-backend-engineer-ii-at-sequoia-consulting-group-bangalore/
Thrasio - Software Engineer,Job available in Work From Home,2018,1000,"Thrasio is a digital consumer goods company that buys and grows several Amazon businesses. It manages a global portfolio of several brands like Facebook, Google, etc. to deliver high-quality products.","['Django', 'Flask']",https://www.instahyre.com/job-293008-software-engineer-at-thrasio-work-from-home/
Village Talkies - Backend Developer,Job available in Bangalore,2014,30,"Village Talkies is a corporate media production firm that has delivered 1500+ end-to-end video production and animation projects for top-tier global clients like Infosys, Decathlon, Mphasis, Tata Elxsi, DRDO, etc.","['Node.js', 'Express.js', 'Flask']",https://www.instahyre.com/job-293184-backend-developer-at-village-talkies-bangalore/
WeRize - Product Analyst,Job available in Bangalore,2019,125,"WeRize is the Indian fintech platform and a full-stack financial services provider that manufactures and distributes a wide portfolio of customized credit, insurance, and savings products for its customers.",['SQL'],https://www.instahyre.com/job-293018-product-analyst-at-werize-bangalore/
Ximkart - Data Scientist,Job available in Bangalore,2021,30,"Ximkart is a B2B e-commerce platform that is bridging the long trade gap between buyers and sellers by securing kids, women, and men's fashion e-commerce platform including cross-border trade services.","['Machine Learning', 'Statistics']",https://www.instahyre.com/job-293115-data-scientist-at-ximkart-bangalore/
91Squarefeet - Power BI Developer,Job available in Bangalore,2019,125,"91Squarefeet is revolutionizing retail expansion and space transformation for several retail stores by offering services for turnkey development, fixtures and fit-outs, digital solutions, maintenance, and audit.","['Power BI', 'SQL', 'DAX']",https://www.instahyre.com/job-292970-power-bi-developer-at-91squarefeet-bangalore/
AdYogi - SDE1,Job available in Gurgaon,2014,125,AdYogi is an e-commerce digital ads automation platform that helps e-commerce companies save time and generate more revenue by acquiring customers online via automated digital ads.,"['Java', 'Django', 'Spring']",https://www.instahyre.com/job-292951-sde1-at-adyogi-gurgaon/
Allen Career Institute - Principal Backend Engineer,Job available in Bangalore,1988,1000,"Allen is a career coaching institute that offers classroom, distance learning, and online courses to students who are appearing for national-level entrance exams while operating across 35 cities nationwide.","['Java', 'Algorithms', 'Data Structures', 'Golang']",https://www.instahyre.com/job-292916-principal-backend-engineer-at-allen-career-institute-bangalore/
CAW Studios - Engineering Manager,Job available in Hyderabad,2017,125,"CAW Studios is Product Development Studio specilaizing in solving solution though code with expertiae in technologies such as Angular, Xamarin, DotNet Stack, MEAN Stack, etc.","['Golang', 'Java', 'JavaScript', 'Angular', 'Django', '+2', 'Node.js', 'React.js']",https://www.instahyre.com/job-292979-engineering-manager-at-caw-studios-hyderabad/
Credgenics - Director of Data Science,Job available in Noida,2018,350,"Credgenics is India's leading Recovery & technology enabled Collections platform working with financial institutions, Banks, NBFCs & Digital lending firms to improve their collections efficiency using technology.","['Big Data', 'R']",https://www.instahyre.com/job-292857-director-of-data-science-at-credgenics-noida/
Digicorp Information Systems - Python Developer,Job available in Ahmedabad,2004,125,"Digicorp is a software consultancy and startup studio that specializes in Web-based app development, Mobile app development, Product Development, Software solutions Healthcare, etc.","['Django', 'Flask']",https://www.instahyre.com/job-292985-python-developer-at-digicorp-information-systems-ahmedabad/
Flipkart - SRE (Site Reliability Engineer),Job available in Bangalore,2007,1000,"India's leading e-commerce company. Founded in 2007 by IIT graduates, Flipkart is currently valued at over $15 billion and has raised over $3 billion in funding. Acquired fashion site Myntra in 2014.","['Golang', 'Java']",https://www.instahyre.com/job-292944-sre-site-reliability-engineer-at-flipkart-bangalore/
Foundation AI - Senior Data Scientist,Job available in Hyderabad,2018,30,Foundation AI is an IT service and consulting organization that helps legal and insurance business industries to automate their operations by providing various technology-enabled solutions and products.,['SQL'],https://www.instahyre.com/job-292909-senior-data-scientist-at-foundation-ai-hyderabad/
Gramener Digital - Senior Python Developer,"Job available in Bangalore, Coimbatore, Hyderabad",2014,125,"Gramener is an IT company that offers end-to-end IT consulting and application services using its onshore-offshore model with a special focus on IBM, Microsoft, and open-source technologies.","['CSS', 'HTML', 'JavaScript', 'jQuery']",https://www.instahyre.com/job-292919-senior-python-developer-at-gramener-digital-bangalore-coimbatore-hyderabad/
IntegriChain - Data Engineer - Talend,Job available in Pune,2005,750,"IntegriChain is a pharmaceutical software and services company that delivers data, applications, and business process infrastructure for pharmaceutical and life science manufacturers.","['Talend', 'SQL', 'ETL']",https://www.instahyre.com/job-292904-data-engineer-talend-at-integrichain-pune/
IRIS hightech - Python Developer,Job available in Mumbai,2008,125,"IRIS hightech offers complete solution towards product Design & Development, Simulation, Technical Documentation, product data management, training, and support for industries like Mechanical, Electrical.","['Django', 'Flask']",https://www.instahyre.com/job-292840-python-developer-at-iris-hightech-mumbai/
Mirafra Technologies - Data Engineer,Job available in Bangalore,2004,1000,"Mirafra offers semiconductor technology services such as design and verification, design implementation, library and flow development, post silicon validation, IC packaging, etc. It has offices in India, US and Singapore.","['PySpark', 'Airflow', 'Databricks', 'Spark']",https://www.instahyre.com/job-292896-data-engineer-at-mirafra-technologies-2-bangalore/
Nykaa - SDE III,Job available in Gurgaon,2012,350,"Nykaa is an eCommerce store focused on beauty and wellness products for both men and women, along with product reviews, tips and tricks regarding beauty products. Also operates offline stores. Has raised over $25 million in funding till date.",['Django'],https://www.instahyre.com/job-292895-sde-iii-at-nykaa-gurgaon/
OpenEnvoy - SDE III / IV,"Job available in Bangalore, Hyderabad, Work From Home",2020,30,"OpenEnvoy is a fintech startup solving fraud through account payable automation, the product offers automatic identification of invoice discrepancies, aging process automation, and supplier fraud elimination.",['Node.js'],https://www.instahyre.com/job-292917-sde-iii-iv-at-openenvoy-bangalore-hyderabad-work-from-home/
Ripplr - Software Developer,Job available in Bangalore,2019,125,"Ripplr is a B2B Logistics, Distribution Start-up with tech enabled solutions such as AI, IoT & ML. It provides a package of Logistics, Distribution and Retail ecosystem solutions to clients.","['Data Structures', 'Algorithms']",https://www.instahyre.com/job-292959-software-developer-at-ripplr-bangalore/
Sapiens - Technical Infrastructure Manager,Job available in Bangalore,1982,1000,Sapiens is a leading global provider of business solutions for the insurance industry with an emerging focus on other financial services. They enable insurance organizations to adapt quickly to change.,"['Linux', 'Azure', 'Kubernetes', 'DevOps']",https://www.instahyre.com/job-292939-technical-infrastructure-manager-at-sapiens-bangalore/
SAS - Python Automation Developer,Job available in Pune,1976,1000,"SAS is a global leader in business analytics software and services. Through innovative analytics and data management software, SAS helps 70,000 customers turn data into better decisions.","['Azure', 'Docker', 'Kubernetes', 'Linux']",https://www.instahyre.com/job-292854-python-automation-developer-at-sas-pune/
SyManSys Technologies India - Python Fullstack Developer,"Job available in Bangalore, Kolkata, Pune",2013,125,"SyManSys Technologies is a digital marketing company that offers technology-enabled business solutions and consulting services like animation, SEO, BPO services, IT staffing to help companies scale their business.","['JavaScript', 'React.js']",https://www.instahyre.com/job-292937-python-fullstack-developer-at-symansys-technologies-india-bangalore-kolkata-pune/
TVS Credit Services - Data Scientist,Job available in Chennai,2009,1000,"TVS Credit Services is a Financial Services company that offers Commercial Vehicles Loans, Business Loans, etc. It has been listed among the Top 40 in India's leading BFSI companies 2019 by Dun&Bradstreet.","['SQL', 'Machine Learning', 'Credit Risk Management', '+1', 'Model Development']",https://www.instahyre.com/job-292832-data-scientist-at-tvs-credit-services-chennai/
Vasp Technologies - ASP.NET Developer,Job available in Guwahati,2016,30,"Vasp Technologies is a Guwahati-based IT company offering services in design, development, web promotion, ERP, SEO, hosting, and more, spanning various sectors like education, healthcare, real estate, fintech, etc.","['.NET', 'C++', 'Java', 'JavaScript', 'PHP', 'ASP.NET', '+1', 'C#']",https://www.instahyre.com/job-292914-aspnet-developer-at-vasp-technologies-guwahati/
56 Secure - Data Scientist Intern (Internship),Job available in Bangalore,2020,125,56 Secure is an AI-powered automated security platform for homes and enterprises that offers real-time automated security and physical intervention as a subscription by leveraging algorithms and software platforms.,"['Computer Vision', 'Machine Learning', 'CUDA', '+2', 'PyTorch', 'TensorFlow']",https://www.instahyre.com/job-292818-data-scientist-intern-internship-at-56-secure-bangalore/
AllSecure - Senior Software Engineer,Job available in Work From Home,2021,30,"AllSecure is a cyber security company that provides security solutions to various organizations while offering cyber risk quantification, vulnerability assessment, threat monitoring, and cloud security services.","['Django', 'Flask']",https://www.instahyre.com/job-292808-senior-software-engineer-at-allsecure-work-from-home/
Anchanto - Engineering Manager,Job available in Pune,2011,125,"Anchanto caters to E-commerce warehouse management system that enables B2B & B2C eCommerce, Warehouses, Brands and Postal Associations for eCommerce marketplace integrations, inventory management, etc.","['Engineering Management', 'Node.js', 'Ruby on Rails', '+1', 'Product Management']",https://www.instahyre.com/job-292644-engineering-manager-at-anchanto-pune/
Applied AI Consulting - QA Automation Engineer,Job available in Pune,2019,125,"Applied AI is a product-led tech firm assisting 50+ global enterprises, SaaS, and consumer tech companies in transforming operations specializing in AI, DevOps, cloud, quality engineering, and other services.","['Automation Testing', 'Performance Testing', 'SDET', '+4', 'Cucumber', 'Java', 'JMeter', 'Selenium']",https://www.instahyre.com/job-292829-qa-automation-engineer-at-applied-ai-consulting-pune/
Baygrape Technology Solutions - Senior Test Engineer,Job available in Bangalore,2016,30,"BayGrape is an IT product and services company that provides development, customization, integration, and maintenance of enterprise-level solutions, as well as advanced web, mobile, chatbot applications.","['Automation Testing', 'Manual Testing', '+8', 'Mobile Apps Testing', 'Performance Testing', 'SDET', 'Appium', 'Java', 'JMeter', 'Selenium', 'SoapUI']",https://www.instahyre.com/job-292760-senior-test-engineer-at-baygrape-technology-solutions-bangalore/
Blinkit - Data Analyst,"Job available in Bangalore, Gurgaon",2013,1000,"Blinkit is a grocery and e-commerce platform that follows an instant delivery model offering grocery staples, vegetables, emergency supplies, electronics, and much more to over 10 million Indians.","['Power BI', 'QlikView', 'R', 'SQL', 'Tableau']",https://www.instahyre.com/job-292734-data-analyst-at-blinkit-bangalore-gurgaon/
E2open - Python - Full Stack Developer,Job available in Bangalore,2000,1000,"E2open aims to create a more connected, intelligent supply chain with sensing and responding to real-time demand, supply and delivery constraints, specializing in inventory optimization, demand planning, etc.","['Django', 'JavaScript', 'React.js', 'HTML']",https://www.instahyre.com/job-292716-python-full-stack-developer-at-e2open-bangalore/
GrayMatter Software Services - Machine Learning Engineer,Job available in Bangalore,2006,350,"GrayMatter Software Services is an IT & Services organization that provides services related to End-to-end BI Implementation Services, Airport Analytics, Insurance Analytics, etc.","['Machine Learning', 'Databricks']",https://www.instahyre.com/job-292664-machine-learning-engineer-at-graymatter-software-services-bangalore/
Jupiter - Data Analyst III,Job available in Bangalore,2019,125,"Jupiter is an AI-based neo banking platform that makes money management simple by offering smart insights based on spendings and a range of banking features like zero balance accounts, UPI, and more.","['Microsoft Excel', 'Power BI', 'R', 'SQL', 'Tableau']",https://www.instahyre.com/job-292812-data-analyst-iii-at-jupiter-3-bangalore/
LambdaTest - QA Architect,Job available in Noida,2017,350,LambdaTest is a testing cloud platform that allows developers and tester to perform both automated and manual cross-browser testing on 2000+ different browser configurations.,"['Appium', 'Automation Testing', 'Cucumber', 'Java', '+8', 'JavaScript', 'Manual Testing', 'Mobile Apps Testing', 'Performance Testing', 'Ruby', 'SDET', 'Security Testing', 'Selenium']",https://www.instahyre.com/job-292785-qa-architect-at-lambdatest-noida/
Masters' Union - Teaching Assistant - Python,Job available in Gurgaon,2020,30,Masters' Union is a new-age technology-focused business school offering industry-immersive post-graduate business education where the classes are led by top industry leaders and practitioners.,['Teaching'],https://www.instahyre.com/job-292696-teaching-assistant-python-at-masters-union-gurgaon/
Merkle Science - Senior Backend Developer,Job available in Bangalore,2018,30,Merkle Science is an Information Technology and Services company that utilises machine learning to provide risk monitoring solutions to detect and prevent illegal use of cryptocurrencies.,"['Golang', 'Django', 'Flask']",https://www.instahyre.com/job-292784-senior-backend-developer-at-merkle-science-bangalore/
Nykaa - SDE - 3 / Staff Engineer,Job available in Bangalore,2012,350,"Nykaa is an eCommerce store focused on beauty and wellness products for both men and women, along with product reviews, tips and tricks regarding beauty products. Also operates offline stores. Has raised over $25 million in funding till date.","['Microservices', 'Java']",https://www.instahyre.com/job-292828-sde-3-staff-engineer-at-nykaa-bangalore/
Recro - Technical Architect,Job available in Bangalore,2014,350,Recro is a developer-focused platform bridging the gap between talent and opportunity by seamlessly matching individual expertise with the right opportunities in high-growth organizations.,"['Machine Learning', 'NLP', 'Azure', 'AWS']",https://www.instahyre.com/job-292789-technical-architect-at-recro-2-bangalore/
Rippling - Engineering Manager,Job available in Bangalore,2016,1000,"Started by the founder of multi-billion dollar startup Zenefits, Rippling automates the task checklist of IT, HR, Facilities, Legal, Finance, and employees during the onboarding and offboarding processes.","['C', 'C++', 'Golang', 'Java', 'Ruby']",https://www.instahyre.com/job-292793-engineering-manager-at-rippling-bangalore/
TIFIN - Machine Learning Engineer,Job available in Bangalore,2018,125,"TIFIN is a venture capital firm that conceives, creates, and operates fintech companies in the areas of wealth management, investments, personal finance, and asset management.","['NLP', 'TensorFlow', 'Data Extraction', 'Machine Learning']",https://www.instahyre.com/job-292759-machine-learning-engineer-at-tifin-bangalore/
TIFIN - Machine Learning Engineer,Job available in Mumbai,2018,125,"TIFIN is a venture capital firm that conceives, creates, and operates fintech companies in the areas of wealth management, investments, personal finance, and asset management.","['NLP', 'TensorFlow', 'Machine Learning', 'Data Extraction']",https://www.instahyre.com/job-292763-machine-learning-engineer-at-tifin-mumbai/
