Name,Location,Founded,Employees,About,Skills,Link
Hyperface - Lead SDET / SDET Manager,Job available in Bangalore,2021,125,Hyperface is empowering banks and fintech to offer banking products contextually to the customers through its ready-to-go credit card platform and easy-to-use APIs and SDKs to integrate banking products.,"['Automation Testing', 'Manual Testing', '+9', 'Mobile Apps Testing', 'Performance Testing', 'SDET', 'Security Testing', 'Appium', 'Java', 'JavaScript', 'JMeter', 'Selenium']",https://www.instahyre.com/job-293968-lead-sdet-sdet-manager-at-hyperface-bangalore/
IDfy - Senior Technical Architect,Job available in Mumbai,2011,350,"IDfy leverages technology and analytics to enable people to establish trust in everyday interaction - be it jobs, dating or even renting a home in a new city. Founded by ISB alumni with decades of experience, IDfy has raised $3.5 million from VCs.","['Golang', 'Java', 'Ruby', 'AWS']",https://www.instahyre.com/job-294015-senior-technical-architect-at-idfy-mumbai/
Mai Labs - Node.js Lead,Job available in Noida,2022,125,"P2E Pro is a technology company that uses blockchain, smart contracts, AI, ML, and immersive technologies to revolutionize Metaverse to create, experiment, and monetize content/creativity for several users.","['Node.js', 'Express.js']",https://www.instahyre.com/job-294010-nodejs-lead-at-mai-labs-noida/
Mercari - Software Engineer - Data Platform,Job available in Bangalore,2013,750,"Mercari is an online marketplace app that allows its users to buy and sell items like apparel, toys, electronic gadgets, and more from their smartphones while having a fast-growing user base with 50 Mn downloads.","['Golang', 'Java', 'Scala']",https://www.instahyre.com/job-293935-software-engineer-data-platform-at-mercari-bangalore/
OnlineSales.ai - Software Engineer,Job available in Pune,2016,125,"OnlineSales.ai leverages big data analytics to deliver marketing experience & automation to eCommerce companies. It provides user acquisition, engagement, analytics & monetization on a single platform.","['Data Structures', 'Algorithms', 'C++']",https://www.instahyre.com/job-294089-software-engineer-at-onlinesales-pune/
OnlineSales.ai - Software Engineer,Job available in Pune,2016,125,"OnlineSales.ai leverages big data analytics to deliver marketing experience & automation to eCommerce companies. It provides user acquisition, engagement, analytics & monetization on a single platform.","['Node.js', 'Java']",https://www.instahyre.com/job-294066-software-engineer-at-onlinesales-pune/
Optum - Manager Data Science,Job available in Hyderabad,2010,1000,UnitedHealth Group provides technology and business process solutions that enable healthcare organizations to modernize their technology infrastructure and improve the health outcomes of millions.,"['Data Mining', 'Machine Learning', 'R']",https://www.instahyre.com/job-294031-manager-data-science-at-optum-hyderabad/
R Systems International - Azure Migration Specialist,Job available in Noida,1993,1000,"R Systems is an specialized IT Services & Solutions provider of Deep Analytics, Robotic Process Automation, QA & Testing, App Development, KPO/BPO, Supply Chain Solutions & Mobile Broadband Management.","['Azure', 'Terraform', 'Data Migration', '+1', 'Azure DevOps Server']",https://www.instahyre.com/job-294109-azure-migration-specialist-at-r-systems-international-noida/
Squareshift - QA Automation Engineer,Job available in Hyderabad,2019,125,"SquareShift caters to a cloud-based platform for enterprises, specializing in a DevOps Enablement package helps the enterprises to build a fully automated DevOps infrastructure and deployment pipelines.","['Automation Testing', 'Manual Testing', 'SDET', 'Java', '+2', 'JavaScript', 'Selenium']",https://www.instahyre.com/job-294050-qa-automation-engineer-at-squareshift-hyderabad/
Tata Consultancy Services - Credit Risk Modelling,Job available in Bangalore,1968,1000,"TCS is a global level IT firm helping clients with Analytics, Automation & AI, Cloud Apps & Infra, Cognitive Business, Consulting, Cyber Security, Enterprise Applications, IoT, Quality Engineering, etc.","['Model Development', 'Model Validation', '+2', 'Credit Risk Management', 'SAS']",https://www.instahyre.com/job-294055-credit-risk-modelling-at-tata-consultancy-services-bangalore/
VuNet Systems - Platform Engineer,Job available in Bangalore,2014,125,VuNet is an AI and big data analytics company that aims to transform enterprise IT operations by providing real-time visibility and insights into business transactions via its SaaS platform vuSmartMaps.,"['Linux', 'AWS', 'Bash', 'Microservices']",https://www.instahyre.com/job-294000-platform-engineer-at-vunet-systems-bangalore/
WidasConcepts India - DevOps Engineer,Job available in Bangalore,2015,125,"Widas is an IT consultancy that offers strategy, big data, IoT, cloud computing, software development, AI, DevOps, med-tech platforms, digital, and identity management solutions for business transformations.","['Ansible', 'CI - CD', 'Docker', 'Java', 'Kubernetes']",https://www.instahyre.com/job-294013-devops-engineer-at-widasconcepts-india-bangalore/
1mg - Associate Techincal Architect,Job available in Bangalore,2015,750,1mg is a pharmacy marketplace. Allows consumers to do a price comparison among multiple brands of medicines with the same composition and place orders. Prescriptions can be uploaded while placing the order.,['Java'],https://www.instahyre.com/job-293830-associate-techincal-architect-at-1mg-bangalore/
Altdiff - AI - Founding Engineer,Job available in Work From Home,2023,5,"Altdiff is a B2B2C fin-tech startup that offers a suite of financial products and consultation services, collaborating with global clients to identify gaps and opportunities in business and boost their turnover.","['Machine Learning', 'NLP', 'NLTK', 'PyTorch']",https://www.instahyre.com/job-293880-ai-founding-engineer-at-altdiff-work-from-home/
ANSR - Staff Software QA Engineer,Job available in Bangalore,2003,125,"ANSR is a Dallas-based consulting company that specializes in providing products and services for talent management and acquisition, strategic consulting, transition toolkits, and innovation.","['Java', 'AWS', 'Selenium', 'Azure']",https://www.instahyre.com/job-293906-staff-software-qa-engineer-at-ansr-3-bangalore/
Avoma - Senior Software Engineer,Job available in Pune,2017,30,"Avoma is an AI meeting assistant, collaboration, and intelligence SaaS platform for businesses, It automates common tasks such as summarize meeting notes, extract key topics, action items discussed, etc.","['Node.js', 'Django', 'Express.js']",https://www.instahyre.com/job-293836-senior-software-engineer-at-avoma-pune/
DriveX - Backend Developer,Job available in Bangalore,2019,125,"DriveX is a vehicle subscription platform that helps in buying or renting two-wheelers with quality checks, hassle-free documentation, and providing necessary details like car models, dates, tariffs, and reviews.",['Django'],https://www.instahyre.com/job-293844-backend-developer-at-drivex-bangalore/
MatchMove Pay - Python Developer,Job available in Bangalore,2013,125,MatchMove is a Singapore based FinTeh company that is enabling clients to offer their customers a mobile wallet & payment solution. Help enterprise clients digitize payments and enable financial inclusion.,"['SQL', 'Airflow', 'Kubernetes', 'Tableau']",https://www.instahyre.com/job-293828-python-developer-at-matchmove-pay-2-bangalore/
NeoSOFT Technologies - Python Developer,Job available in Mumbai,1996,1000,"NeoSOFT is a global IT consulting & software solutions provider specializing in Software Development Services, Mobile Application Development Services, Web Hosting Services, Web Development Services, etc.","['Django', 'Docker', 'PostgreSQL', 'AWS']",https://www.instahyre.com/job-293904-python-developer-at-neosoft-technologies-mumbai/
Phyllo - Engineering Manager,Job available in Work From Home,2021,125,"Phyllo is a data gateway that offers APIs for developers to sync customers' data from various platforms like Upwork, Shopify, Youtube, etc. for marketing, identity verification, financial lending, e-commerce, etc.",['Java'],https://www.instahyre.com/job-293820-engineering-manager-at-phyllo-work-from-home/
Phyllo - Lead Software Engineer - Backend Developer,Job available in Work From Home,2021,125,"Phyllo is a data gateway that offers APIs for developers to sync customers' data from various platforms like Upwork, Shopify, Youtube, etc. for marketing, identity verification, financial lending, e-commerce, etc.","['Golang', 'Java']",https://www.instahyre.com/job-293822-lead-software-engineer-backend-developer-at-phyllo-work-from-home/
Quantum - Data Quality,Job available in Bangalore,1995,750,"Quantum is a data storage and management company based in California that provides secure, end-to-end solutions to manage and preserve unstructured data and video and easily extract insights from it.","['SQL', 'Data Governance', 'Quality Control', 'Big Data']",https://www.instahyre.com/job-293889-data-quality-at-quantum-bangalore/
SiQES EduAid - Backend Developer,Job available in Guwahati,2018,125,SiQES EduAid is an educational technology and an online tutoring company that offers preparation material for some of the most important examinations of students. Its app is available on the Google Play store.,['Django'],https://www.instahyre.com/job-293857-backend-developer-at-siqes-eduaid-guwahati/
Skidos - Vice President of Product Engineering,Job available in Delhi,2015,30,"Skidos is a Ed-tech firm which develops and offers fun learning apps and mobile games for kids using their proprietary SDK. It has 38+ educational games to improve math, coding and reading skills of kids.","['Golang', 'Architecture', 'CI - CD', 'MongoDB']",https://www.instahyre.com/job-293894-vice-president-of-product-engineering-at-skidos-delhi/
Tech Mahindra - Lead Engineer,Job available in Delhi,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","['AWS', 'DevOps', 'Java']",https://www.instahyre.com/job-293854-lead-engineer-at-tech-mahindra-2-delhi/
Tech Mahindra - Senior Lead Consultant - DevOps,Job available in Bangalore,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","['AWS', 'DevOps', 'Java']",https://www.instahyre.com/job-293856-senior-lead-consultant-devops-at-tech-mahindra-2-bangalore/
Tech Mahindra - Senior Software Engineer,Job available in Pune,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","['AWS', 'DevOps', 'Java']",https://www.instahyre.com/job-293851-senior-software-engineer-at-tech-mahindra-2-pune/
WorkOnGrid - Customer Solution Specialist,"Job available in Bangalore, Work From Home",2017,30,"WorkOnGrid is an IT services and consulting firm specializing in data collection, analytics, data visualization, reporting, AI, and more that help businesses across tech-enabled data-driven decisions.","['Microsoft Excel', 'Power BI', 'R', 'SQL', 'Tableau']",https://www.instahyre.com/job-293925-customer-solution-specialist-at-workongrid-bangalore-work-from-home/
Zepto - Lead DevOps Engineer,Job available in Bangalore,2021,1000,Zepto is an online grocery delivery platform that aims to deliver groceries in less than 10 minutes through its network of hyperlocal stores and optimized micro warehouses.,"['AWS', 'Docker', 'Kubernetes', 'Golang']",https://www.instahyre.com/job-293891-lead-devops-engineer-at-zepto-bangalore/
Zepto - Lead DevOps Engineer,Job available in Bangalore,2021,1000,Zepto is an online grocery delivery platform that aims to deliver groceries in less than 10 minutes through its network of hyperlocal stores and optimized micro warehouses.,"['AWS', 'Docker', 'Kubernetes', 'Golang']",https://www.instahyre.com/job-293895-lead-devops-engineer-at-zepto-bangalore/
Zepto - Lead DevOps Engineer,Job available in Bangalore,2021,1000,Zepto is an online grocery delivery platform that aims to deliver groceries in less than 10 minutes through its network of hyperlocal stores and optimized micro warehouses.,"['AWS', 'Docker', 'Kubernetes', 'Golang']",https://www.instahyre.com/job-293896-lead-devops-engineer-at-zepto-bangalore/
Zepto - Lead DevOps Engineer,Job available in Bangalore,2021,1000,Zepto is an online grocery delivery platform that aims to deliver groceries in less than 10 minutes through its network of hyperlocal stores and optimized micro warehouses.,"['Deployment', 'AWS', 'Terraform', 'Docker']",https://www.instahyre.com/job-293903-lead-devops-engineer-at-zepto-bangalore/
Bristol Myers Squibb - Data Engineer II - R1575253,Job available in Hyderabad,1887,1000,Bristol Myers Squibb is a global biopharmaceutical company committed to creating innovative medicines for millions of patients around the world fighting serious diseases in various therapeutic areas.,"['SQL', 'Tableau', 'AWS']",https://www.instahyre.com/job-293675-data-engineer-ii-r1575253-at-bristol-myers-squibb-hyderabad/
Bristol Myers Squibb - R1575252 - Senior Data Engineer - Enabling Function,Job available in Hyderabad,1887,1000,Bristol Myers Squibb is a global biopharmaceutical company committed to creating innovative medicines for millions of patients around the world fighting serious diseases in various therapeutic areas.,"['AWS', 'SQL']",https://www.instahyre.com/job-293692-r1575252-senior-data-engineer-enabling-function-at-bristol-myers-squibb-hyderabad/
Bristol Myers Squibb - US Operations - Real World Analyst II,Job available in Hyderabad,1887,1000,Bristol Myers Squibb is a global biopharmaceutical company committed to creating innovative medicines for millions of patients around the world fighting serious diseases in various therapeutic areas.,"['Power BI', 'Pharmaceutics', 'Tableau', 'SAS']",https://www.instahyre.com/job-293674-us-operations-real-world-analyst-ii-at-bristol-myers-squibb-hyderabad/
Cocotechoes - Java Developer - Women on Break,"Job available in Bangalore, Chennai, Pune",2022,5,"Cocotechoes is an IT company that develops solutions for various real-world challenges by leveraging its expertise in application modernization, data analysis, automation, security, and edge computing.","['Java', 'Hibernate', 'J2EE']",https://www.instahyre.com/job-293797-java-developer-women-on-break-at-cocotechoes-bangalore-chennai-pune/
Coxwell - Wordpress Developer,Job available in Gurgaon,1993,30,"Coxwell is a retailer and manufacturer of polycarbonate sheets creating skylights, roof glazing, domes, and other aesthetic structures, completed 1000+ projects with 3+ million square meters of panel installation.","['C++', 'JavaScript', 'PHP', 'jQuery', 'Wordpress']",https://www.instahyre.com/job-293813-wordpress-developer-at-coxwell-gurgaon/
Inspire Brands - Data Engineer,Job available in Hyderabad,2018,1000,"Inspire Brands is a multi-brand restaurant company that is curating and growing a portfolio of high-value brands like Arby's, Baskin-Robbins, Buffalo Wild Wings, Dunkin', Jimmy John's, Rusty Taco, and Sonic.","['AWS', 'Snowflake', 'SQL']",https://www.instahyre.com/job-293737-data-engineer-at-inspire-brands-hyderabad/
Inspire Brands - Data Engineer,Job available in Hyderabad,2018,1000,"Inspire Brands is a multi-brand restaurant company that is curating and growing a portfolio of high-value brands like Arby's, Baskin-Robbins, Buffalo Wild Wings, Dunkin', Jimmy John's, Rusty Taco, and Sonic.","['SQL', 'Snowflake', 'Azure', 'AWS']",https://www.instahyre.com/job-293664-data-engineer-at-inspire-brands-hyderabad/
Mensa Brands - Data Analyst,Job available in Work From Home,2017,30,"Mensa Brands partners with the founders to scale digital-first brands, take them global and drive their D2C sales using its expertise in eCommerce, technology, marketing, category management & demand planning.","['Data Analysis', 'Power BI', 'SQL', 'Microsoft Excel']",https://www.instahyre.com/job-293728-data-analyst-at-mensa-brands-work-from-home/
Mensa Brands - Data Analyst,Job available in Work From Home,2017,30,"Mensa Brands partners with the founders to scale digital-first brands, take them global and drive their D2C sales using its expertise in eCommerce, technology, marketing, category management & demand planning.","['Data Analysis', 'Power BI', 'SQL']",https://www.instahyre.com/job-293750-data-analyst-at-mensa-brands-work-from-home/
Mensa Brands - Data Engineer Manager,Job available in Work From Home,2017,30,"Mensa Brands partners with the founders to scale digital-first brands, take them global and drive their D2C sales using its expertise in eCommerce, technology, marketing, category management & demand planning.","['ETL', 'SQL', 'Data Warehousing']",https://www.instahyre.com/job-293734-data-engineer-manager-at-mensa-brands-work-from-home/
Nimbbl - SDE 1,Job available in Mumbai,2020,30,"Nimbbl provides payments solutions and caters to businesses of all sizes, payment aggregators, etc. It gives payment providers higher conversions, faster checkout, pay later options, single integration, and more.","['Django', 'Flask', 'REST Assured', 'Algorithms']",https://www.instahyre.com/job-293730-sde-1-at-nimbbl-mumbai/
PhonePe - Software Engineer,Job available in Bangalore,2015,1000,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India.","['Java', 'Golang', 'Ruby on Rails', 'C#']",https://www.instahyre.com/job-293676-software-engineer-at-phonepe-bangalore/
Postman - Senior Backend Engineer,Job available in Bangalore,2014,125,"Postman is a suite of API management tools that helps developers to work with REST APIs more efficiently. Has a Chrome app as well as a desktop apps. Customers include companies like Microsoft, eBay, BBC, etc.","['Node.js', 'Ruby']",https://www.instahyre.com/job-293754-senior-backend-engineer-at-postman-bangalore/
PriceLabs - Data Scientist,Job available in Work From Home,2014,30,"PriceLabs is an innovative & easy to use revenue management tool for vacation & short term rental industry providing a data-driven approach, automation rules & customizations to manage pricing & stay restrictions.","['Machine Learning', 'Time Series Analysis', 'SQL']",https://www.instahyre.com/job-293741-data-scientist-at-pricelabs-work-from-home/
PriceLabs - Data Scientist,Job available in Work From Home,2014,30,"PriceLabs is an innovative & easy to use revenue management tool for vacation & short term rental industry providing a data-driven approach, automation rules & customizations to manage pricing & stay restrictions.","['Machine Learning', 'Time Series Analysis', 'SQL']",https://www.instahyre.com/job-293743-data-scientist-at-pricelabs-work-from-home/
Primathon - Fullstack - Team Lead,Job available in Gurgaon,2018,30,"Primathon is a custom software development company that offers end-to-end products and services for web and mobile app development, E-commerce development and management, data analytics, and staff augmentation.","['Java', 'JavaScript', 'Ember.js', 'Flask', 'jQuery', '+3', 'Node.js', 'React.js', 'Vue.js']",https://www.instahyre.com/job-293794-fullstack-team-lead-at-primathon-gurgaon/
Prismforce - Data Analyst,"Job available in Bangalore, Mumbai, Pune",2020,30,"Prismforce is a Mumbai-based company, developing an artificial intelligence and machine learning-based B2B SaaS product targeting enterprises in the IT services vertical. Founded by IIT and IIM alumni.","['Microsoft Excel', 'Power BI', 'R', 'SQL', 'Tableau', '+3', 'Matplotlib', 'NumPy', 'pandas']",https://www.instahyre.com/job-293765-data-analyst-at-prismforce-bangalore-mumbai-pune/
Qapitol QA - Web Automation Test Engineer,Job available in Gurgaon,2015,350,"Qapitol QA is a software testing and quality assurance company that offers functional and performance test automation solutions across the web, mobile apps, APIs, payment portals, data pipelines, security, etc.","['Automation Testing', 'API Testing', 'Appium', '+11', 'CI - CD', 'Cypress', 'Gatling', 'Java', 'Jenkins', 'Quality Assurance', 'REST Assured', 'SDET', 'SOAP', 'Selenium', 'pytest']",https://www.instahyre.com/job-293761-web-automation-test-engineer-at-qapitol-qa-gurgaon/
slice - Associate Director - Quality,Job available in Bangalore,2016,1000,"-slicepay is a fin-tech startup that offers payment card designed for customers in the age group of 18-29 that comes with a pre-approved Rupay credit line backed by investors like Finup, Blume ventures, etc.","['Automation Testing', 'Mobile Apps Testing', '+5', 'Performance Testing', 'SDET', 'Appium', 'JavaScript', 'Selenium']",https://www.instahyre.com/job-293682-associate-director-quality-at-slice-bangalore/
SydeLabs - Full Stack - Software Engineer,Job available in Bangalore,2023,5,"SydeLabs, backed by Global VCs, is an AI system protection platform developing products to assist enterprises in safeguarding their AI features and creating scalable solutions to secure data.","['Golang', 'Java', 'JavaScript', 'Angular', 'Node.js', '+1', 'React.js']",https://www.instahyre.com/job-293809-full-stack-software-engineer-at-sydelabs-bangalore/
AllSecure - SDET,Job available in Work From Home,2021,30,"AllSecure is a cyber security company that provides security solutions to various organizations while offering cyber risk quantification, vulnerability assessment, threat monitoring, and cloud security services.","['API Testing', 'Appium', 'Automation Testing', 'Java', '+2', 'Mobile Apps Testing', 'SDET']",https://www.instahyre.com/job-293611-sdet-at-allsecure-work-from-home/
Arcesium - Technical Lead,"Job available in Bangalore, Gurgaon, Hyderabad",2015,750,Arcesium provides proprietary software and technology to comprehensive post-trade support to alternative investment industry. The company is a spin-off of D. E. Shaw & supports more than $65 billion in assets.,"['J2EE', 'Java', 'Scala', 'Spring']",https://www.instahyre.com/job-293545-technical-lead-at-arcesium-2-bangalore-gurgaon-hyderabad/
Astuto - Fullstack Developer - Python Serverless,Job available in Bangalore,2023,30,"Astuto is a software company building an AI-first cloud efficiency platform that helps businesses reduce costs, improve cloud operations, and accelerate delivery velocity through automation and control solutions.","['AWS', 'React.js']",https://www.instahyre.com/job-293565-fullstack-developer-python-serverless-at-astuto-bangalore/
BitGo - Data Scientist,Job available in Bangalore,2013,125,"BitGo is an institutional digital asset and crypto platform with liquidity, custody, wallet, exchange, and security services, processing 20% of all global Bitcoin transactions and supports 250+ coins and tokens.","['SQL', 'Tableau']",https://www.instahyre.com/job-293599-data-scientist-at-bitgo-bangalore/
CashFlo - Data Analyst,Job available in Mumbai,2017,125,CashFlo is a Financial Services company that offers seamless credit access to clients. It helps to get access to short-term capital & optimize the working capital & treasury returns.,"['Microsoft Excel', 'Power BI', 'R', 'SQL', 'Tableau', '+3', 'Matplotlib', 'NumPy', 'pandas']",https://www.instahyre.com/job-293595-data-analyst-at-cashflo-mumbai/
Cyware Labs - Director of Engineering,Job available in Bangalore,2016,350,Cyware is an app to help cyber security professionals and general internet users stay informed about happenings in the cyber world with expertly curated stories and updates.,"['Golang', 'Django', 'Flask']",https://www.instahyre.com/job-293543-director-of-engineering-at-cyware-labs-bangalore/
FedEx - Software Engineer III,Job available in Hyderabad,1973,1000,,"['Azure', 'Java', 'Microservices', 'Splunk']",https://www.instahyre.com/job-293651-software-engineer-iii-at-fedex-hyderabad/
GS Labs - Lead DevOps Engineer,Job available in Pune,2005,125,"GS Labs is a developer of solutions to create digital products and an integrator of software and hardware systems for digital television digital, set-top boxes, Wi-Fi routers, intercoms, and security systems.","['DevOps', 'Jenkins', 'Cloud Computing', 'CI - CD']",https://www.instahyre.com/job-293588-lead-devops-engineer-at-gs-labs-pune/
Joboffers.live - Back End Developer,Job available in Gurgaon,2022,5,"Joboffers.live is a Data As A Resource (DAAR) platform that mitigates last-minute offer drops with informed hiring decisions through a two-tiered validation system, utilizing data analysis for candidate selection.",['Ruby'],https://www.instahyre.com/job-293638-back-end-developer-at-joboffers-gurgaon/
Jumbaya - DevOps Engineer,Job available in Bangalore,2022,30,Jumbaya is an online e-learning platform that offers a variety of storytelling and reading material for children while providing animated storybooks in multiple languages across categories and a read-along feature.,"['DevOps', 'Docker', 'Kubernetes', 'CI - CD']",https://www.instahyre.com/job-293609-devops-engineer-at-jumbaya-bangalore/
Rapyuta Robotics - SRE / Lead,Job available in Chennai,2014,125,Rapyuta provides a cloud based robotics framework where robots have the ability to communicate with other robots and learn from each other. The framework allows robots to work collectively over a particular goal.,"['C++', 'DevOps', 'CI - CD']",https://www.instahyre.com/job-293581-sre-lead-at-rapyuta-robotics-chennai/
Roku - Data Engineer,Job available in Bangalore,2002,1000,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless.,"['SQL', 'Spark', 'Big Data']",https://www.instahyre.com/job-293585-data-engineer-at-roku-bangalore/
Sabhyasha Retail Tech - Django Developer - React Expertise,Job available in Bhubaneshwar,2022,5,"Sabhyasha is a tech-driven D2C platform empowering artisans and weavers with an exclusive marketplace to showcase and sell a variety of products including jewelry, home decor, paintings, clothing, and more.","['JavaScript', 'Django', 'React.js']",https://www.instahyre.com/job-293645-django-developer-react-expertise-at-sabhyasha-retail-tech-bhubaneshwar/
SciSpace - SDE 2 (Ml+Backend Engineer),Job available in Bangalore,2016,30,"SciSpace is an integrated platform for entrepreneurs and researchers that enables helps scientific authors by enabling them to discover, write, and publish research smoothly and drive collaboration.","['Django', 'FastAPI', 'Flask', 'Machine Learning']",https://www.instahyre.com/job-293576-sde-2-mlbackend-engineer-at-scispace-bangalore/
Tech Mahindra - DevOps Engineer,Job available in Delhi,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","['DevOps', 'AWS', 'Helm']",https://www.instahyre.com/job-293619-devops-engineer-at-tech-mahindra-2-delhi/
Tech Mahindra - DevOps Engineer,Job available in Bangalore,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","['DevOps', 'AWS', 'Shell Scripting']",https://www.instahyre.com/job-293622-devops-engineer-at-tech-mahindra-2-bangalore/
Tech Mahindra - DevOps Engineer,Job available in Bangalore,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","['DevOps', 'AWS', 'Java']",https://www.instahyre.com/job-293625-devops-engineer-at-tech-mahindra-2-bangalore/
Tech Mahindra - Lead Consultant - DevOps,Job available in Bangalore,1986,1000,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","['DevOps', 'AWS']",https://www.instahyre.com/job-293623-lead-consultant-devops-at-tech-mahindra-2-bangalore/
Wayfair - Software Engineer II,Job available in Bangalore,2002,1000,"Wayfair is the online destination for the home and a pure-play online retailer that offers a wide range of home goods and furniture products for the bedroom, living room, kitchen and dining, bathroom, and more.","['Golang', 'Java', 'Node.js', 'Ruby', 'Scala', 'Django', '+4', 'Hibernate', 'J2EE', 'Spring', 'Struts']",https://www.instahyre.com/job-293612-software-engineer-ii-at-wayfair-bangalore/
Wooqer - Lead Engineer (Platform Experience),Job available in Bangalore,2014,125,"Wooqer enables organisations to automate everyday workflow in a single platform that has the ability to capture data, disseminate data and allow the user to consume data efficiently. Has offices in India, UK & US.","['Android', 'iOS', 'Java', 'JavaScript']",https://www.instahyre.com/job-293603-lead-engineer-platform-experience-at-wooqer-2-bangalore/
Airbus - Cloud Developer,Job available in Bangalore,2014,1000,"Airbus is a European MNC and the world's second biggest aerospace and defence company. Airbus designs, manufactures and sells civil and military aerospace products worldwide.","['AWS', 'Docker', 'AWS Lambda', 'Node.js']",https://www.instahyre.com/job-293460-cloud-developer-at-airbus-bangalore/
ANSR - Software Engineer III,Job available in Hyderabad,2003,125,"ANSR is a Dallas-based consulting company that specializes in providing products and services for talent management and acquisition, strategic consulting, transition toolkits, and innovation.","['Microservices', 'Azure', 'Java', 'Test Driven Development']",https://www.instahyre.com/job-293485-software-engineer-iii-at-ansr-3-hyderabad/
ANSR - Software Engineer III,Job available in Hyderabad,2003,125,"ANSR is a Dallas-based consulting company that specializes in providing products and services for talent management and acquisition, strategic consulting, transition toolkits, and innovation.","['Microservices', 'Azure', 'Java', 'Test Driven Development']",https://www.instahyre.com/job-293462-software-engineer-iii-at-ansr-3-hyderabad/
FedEx - Full Stack Developer 1 / 11,Job available in Hyderabad,1973,1000,,"['Java', 'JavaScript', 'SQL', 'Linux']",https://www.instahyre.com/job-293528-full-stack-developer-1-11-at-fedex-hyderabad/
FedEx - Fullstack Developer I,Job available in Hyderabad,1973,1000,,['Java'],https://www.instahyre.com/job-293533-fullstack-developer-i-at-fedex-hyderabad/
Fintrac Global Services - Red Hat Linux Engineer,Job available in Hyderabad,2018,125,"Fintrac is a fin-tech services firm that offers technical support, QA testing, business intelligence, knowledge process outsourcing, and related services in the hospitality, entertainment and other leisure sectors.","['Red Hat', 'Bash', 'Ansible', 'Puppet']",https://www.instahyre.com/job-293413-red-hat-linux-engineer-at-fintrac-global-services-hyderabad/
Neurowyzr - Senior Infra / Cloud Engineer,Job available in Chennai,2019,30,"Neurowyzr is an AI-based gamified digital assessment and omni platform enabling early detection, diagnosis, therapy, monitoring, and prevention of brain health to enhance the mental and physical health of employees","['Kubernetes', 'DevOps', 'CI - CD', 'AWS']",https://www.instahyre.com/job-293393-senior-infra-cloud-engineer-at-neurowyzr-chennai/
Noodle.ai - Principal Engineer,Job available in Bangalore,2016,350,Noodle.ai is a Computer Software company that offers AI-based and data-driven solutions to businesses. It has specialities in Manufacturing and Supply Chain.,['Flask'],https://www.instahyre.com/job-293421-principal-engineer-at-noodle-bangalore/
Novelty Data Solutions - Software Developer,Job available in Bangalore,2015,30,"Novelty Data is an IT consulting company that offers product engineering, managed IT, validation, verification, and application modernization services to clients across the US, EMEA, and India regions.","['.NET', 'C', 'C++', 'Java', 'JavaScript', 'PHP', '+7', 'Ruby', 'Angular', 'C#', 'Hibernate', 'Node.js', 'React.js', 'Spring']",https://www.instahyre.com/job-293366-software-developer-at-novelty-data-solutions-bangalore/
Persistent Systems - Software Engineer - React.js + AWS Or Azure,Job available in Bangalore,1990,1000,"Persistent Systems is an IT & Services company that has specialities in Outsourced Software Product Development, OPD, Software Product Engineering, etc. It is listed on BSE & NSE.","['React.js', 'AWS', 'DevOps']",https://www.instahyre.com/job-293365-software-engineer-reactjs-aws-or-azure-at-persistent-systems-bangalore/
PhonePe - Software Engineer - Backend,Job available in Bangalore,2015,1000,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India.","['C', 'C++', 'Golang', 'Java', 'Node.js']",https://www.instahyre.com/job-293417-software-engineer-backend-at-phonepe-bangalore/
